Latitude (decimal degrees):	45.044
Longitude (decimal degrees):	7.639
Elevation (m):	257
Radiation database:	PVGIS-ERA5


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	83.2
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230724:1930,0.0,0.0,0.0,0.0,0.0,22.49,1.86,0.0
20230724:2030,0.0,0.0,0.0,0.0,0.0,20.62,1.31,0.0
20230724:2130,0.0,0.0,0.0,0.0,0.0,19.67,0.9,0.0
20230724:2230,0.0,0.0,0.0,0.0,0.0,19.81,0.21,0.0
20230724:2330,0.0,0.0,0.0,0.0,0.0,18.69,0.97,0.0
20230725:0030,0.0,0.0,0.0,0.0,0.0,18.48,0.69,0.0
20230725:0130,0.0,0.0,0.0,0.0,0.0,18.55,0.48,0.0
20230725:0230,0.0,0.0,0.0,0.0,0.0,18.73,0.28,0.0
20230725:0330,0.0,0.0,0.0,0.0,0.0,18.58,0.41,0.0
20230725:0430,177.32,0.0,10.36,0.33,2.86,18.26,0.34,0.0
20230725:0530,2350.98,9.57,44.41,3.25,12.8,18.37,0.55,0.0
20230725:0630,13475.68,146.17,78.78,7.76,23.22,19.05,1.17,0.0
20230725:0730,29454.68,338.33,107.73,12.61,33.8,21.1,0.62,0.0
20230725:0830,39638.66,481.45,127.08,15.75,44.17,23.03,0.14,0.0
20230725:0930,48398.22,618.13,140.73,18.81,53.7,24.83,0.48,0.0
20230725:1030,53015.27,714.05,136.12,20.7,61.21,26.47,0.48,0.0
20230725:1130,53327.45,691.54,169.93,21.01,64.62,27.65,0.55,0.0
20230725:1230,46852.27,461.07,291.94,18.96,62.27,28.36,0.34,0.0
20230725:1330,35212.25,215.22,341.13,14.97,55.37,28.71,0.14,0.0
20230725:1430,30070.73,201.64,269.49,13.08,46.1,28.76,0.21,0.0
20230725:1530,25069.07,271.33,124.89,12.15,35.84,28.76,0.28,0.0
20230725:1630,10242.25,121.82,64.81,7.46,25.27,28.56,1.17,0.0
20230725:1730,1783.22,1.59,37.09,4.77,14.79,27.07,2.55,0.0
20230725:1830,392.94,0.0,15.37,0.5,4.74,25.6,3.59,0.0
20230725:1930,0.0,0.0,0.0,0.0,0.0,23.81,2.14,0.0
20230725:2030,0.0,0.0,0.0,0.0,0.0,21.88,2.55,0.0
20230725:2130,0.0,0.0,0.0,0.0,0.0,20.54,2.76,0.0
20230725:2230,0.0,0.0,0.0,0.0,0.0,19.51,2.9,0.0
20230725:2330,0.0,0.0,0.0,0.0,0.0,18.66,2.9,0.0
20230726:0030,0.0,0.0,0.0,0.0,0.0,17.94,2.97,0.0
20230726:0130,0.0,0.0,0.0,0.0,0.0,17.25,2.83,0.0
20230726:0230,0.0,0.0,0.0,0.0,0.0,16.36,2.41,0.0
20230726:0330,0.0,0.0,0.0,0.0,0.0,15.16,2.21,0.0
20230726:0430,248.08,0.0,11.8,0.38,2.7,14.17,2.07,0.0
20230726:0530,1948.05,16.1,35.06,4.25,12.65,13.89,1.86,0.0
20230726:0630,15398.75,189.4,65.75,8.95,23.07,17.2,1.59,0.0
20230726:0730,32536.6,398.71,86.42,13.7,33.66,19.99,1.86,0.0
20230726:0830,46109.68,587.57,110.31,17.97,44.01,21.57,1.24,0.0
20230726:0930,53730.38,722.08,119.2,20.75,53.53,23.17,0.76,0.0
20230726:1030,59969.14,855.28,114.94,23.51,61.02,24.39,0.55,0.0
20230726:1130,60805.8,881.33,117.06,24.2,64.4,25.52,0.41,0.0
20230726:1230,57608.17,823.55,120.6,23.28,62.07,26.41,0.28,0.0
20230726:1330,52357.59,717.43,117.34,21.35,55.19,27.03,0.76,0.0
20230726:1430,42342.62,551.53,108.74,18.05,45.95,27.47,0.9,0.0
20230726:1530,28212.59,354.19,85.88,13.63,35.7,27.63,1.17,0.0
20230726:1630,12034.62,149.3,66.32,8.73,25.13,27.27,1.72,0.0
20230726:1730,1789.88,1.55,37.05,4.81,14.64,26.36,2.07,0.0
20230726:1830,451.22,0.0,16.53,0.53,4.58,24.79,1.93,0.0
20230726:1930,0.0,0.0,0.0,0.0,0.0,22.95,1.66,0.0
20230726:2030,0.0,0.0,0.0,0.0,0.0,22.06,1.45,0.0
20230726:2130,0.0,0.0,0.0,0.0,0.0,20.82,1.45,0.0
20230726:2230,0.0,0.0,0.0,0.0,0.0,19.77,1.45,0.0
20230726:2330,0.0,0.0,0.0,0.0,0.0,18.98,1.45,0.0
20230727:0030,0.0,0.0,0.0,0.0,0.0,18.31,1.38,0.0
20230727:0130,0.0,0.0,0.0,0.0,0.0,18.2,1.31,0.0
20230727:0230,0.0,0.0,0.0,0.0,0.0,19.02,1.1,0.0
20230727:0330,0.0,0.0,0.0,0.0,0.0,18.75,1.03,0.0
20230727:0430,212.29,0.0,11.12,0.36,2.54,17.44,1.24,0.0
20230727:0530,1988.01,14.19,36.9,3.91,12.49,16.89,1.17,0.0
20230727:0630,14401.42,169.8,70.16,8.3,22.92,17.76,0.9,0.0
20230727:0730,30537.76,361.89,93.85,12.8,33.51,19.43,1.31,0.0
20230727:0830,42855.44,513.74,127.37,16.46,43.86,20.48,1.24,0.0
20230727:0930,52187.76,661.85,136.96,19.66,53.35,21.68,1.24,0.0
20230727:1030,48071.05,497.2,240.27,18.13,60.81,22.79,1.1,0.0
20230727:1130,54206.57,679.02,168.77,20.58,64.18,23.5,0.97,0.0
20230727:1230,56426.85,726.79,159.51,21.81,61.86,24.51,1.31,0.0
20230727:1330,51043.9,668.19,124.39,20.21,55.01,25.35,1.38,0.0
20230727:1430,40364.6,506.93,110.09,16.8,45.79,25.88,1.38,0.0
20230727:1530,28517.29,351.14,89.31,13.58,35.55,26.02,1.38,0.0
20230727:1630,11738.25,140.36,68.79,8.35,24.98,26.0,1.31,0.0
20230727:1730,1794.04,1.35,37.24,4.55,14.49,25.43,1.31,0.0
20230727:1830,393.77,0.0,15.33,0.49,4.42,24.24,1.31,0.0
20230727:1930,0.0,0.0,0.0,0.0,0.0,22.92,0.9,0.0
20230727:2030,0.0,0.0,0.0,0.0,0.0,21.66,1.1,0.0
20230727:2130,0.0,0.0,0.0,0.0,0.0,20.89,1.17,0.0
20230727:2230,0.0,0.0,0.0,0.0,0.0,20.62,1.1,0.0
20230727:2330,0.0,0.0,0.0,0.0,0.0,20.51,1.03,0.0
20230728:0030,0.0,0.0,0.0,0.0,0.0,20.03,1.03,0.0
20230728:0130,0.0,0.0,0.0,0.0,0.0,19.95,0.97,0.0
20230728:0230,0.0,0.0,0.0,0.0,0.0,20.05,0.76,0.0
20230728:0330,0.0,0.0,0.0,0.0,0.0,19.65,0.69,0.0
20230728:0430,276.39,0.0,12.6,0.41,2.38,19.23,0.69,0.0
20230728:0530,2428.4,11.44,45.05,3.62,12.34,18.9,0.69,0.0
20230728:0630,10705.95,103.8,77.15,6.04,22.77,18.68,0.41,0.0
20230728:0730,26545.1,274.37,125.45,11.15,33.36,20.27,0.62,0.0
20230728:0830,41165.46,498.2,124.87,15.95,43.7,21.67,0.69,0.0
20230728:0930,42710.58,503.73,146.2,16.05,53.18,23.17,0.83,0.0
20230728:1030,50036.58,565.14,213.19,18.95,60.61,24.14,0.97,0.0
20230728:1130,52466.65,593.02,230.05,20.04,63.95,25.43,1.24,0.0
20230728:1230,45400.39,493.18,212.33,17.53,61.65,26.46,1.1,0.0
20230728:1330,36130.5,360.02,193.45,14.3,54.83,27.07,1.17,0.0
20230728:1430,26182.12,228.25,170.86,10.95,45.63,27.2,1.45,0.0
20230728:1530,17103.71,121.48,146.49,8.02,35.4,27.01,1.45,0.0
20230728:1630,11013.98,51.16,134.66,6.3,24.83,26.61,0.9,0.0
20230728:1730,4030.96,0.28,74.64,3.03,14.34,26.35,0.9,0.0
20230728:1830,648.52,0.0,20.41,0.66,4.25,25.22,0.76,0.0
20230728:1930,0.0,0.0,0.0,0.0,0.0,23.89,1.24,0.0
20230728:2030,0.0,0.0,0.0,0.0,0.0,22.96,0.97,0.0
20230728:2130,0.0,0.0,0.0,0.0,0.0,23.26,0.83,0.0
20230728:2230,0.0,0.0,0.0,0.0,0.0,22.66,0.62,0.0
20230728:2330,0.0,0.0,0.0,0.0,0.0,22.16,0.48,0.0
20230729:0030,0.0,0.0,0.0,0.0,0.0,21.62,0.48,0.0
20230729:0130,0.0,0.0,0.0,0.0,0.0,21.21,0.28,0.0
20230729:0230,0.0,0.0,0.0,0.0,0.0,20.96,0.07,0.0
20230729:0330,0.0,0.0,0.0,0.0,0.0,20.66,0.41,0.0
20230729:0430,171.5,0.0,10.28,0.33,2.21,20.42,0.48,0.0
20230729:0530,2281.05,10.2,43.52,3.3,12.18,20.19,0.55,0.0
20230729:0630,13438.21,146.44,80.1,7.64,22.62,20.33,0.28,0.0
20230729:0730,27097.04,291.55,121.55,11.47,33.2,22.39,0.48,0.0
20230729:0830,36521.78,388.12,167.16,14.24,43.54,23.71,0.69,0.0
20230729:0930,42359.26,410.76,241.48,16.27,52.99,25.02,0.97,0.0
20230729:1030,43642.98,435.6,241.24,16.68,60.4,26.26,1.03,0.0
20230729:1130,53601.34,659.6,194.27,20.64,63.72,27.0,1.03,0.0
20230729:1230,43127.66,457.37,215.7,16.75,61.43,28.29,1.17,0.0
20230729:1330,41841.45,499.28,156.68,16.7,54.64,28.46,0.69,0.0
20230729:1430,36486.81,416.62,151.24,15.34,45.46,29.04,0.97,0.0
20230729:1530,22748.06,239.03,116.19,10.73,35.24,29.08,2.07,0.0
20230729:1630,11797.36,115.85,92.26,7.9,24.67,28.32,1.59,0.0
20230729:1730,2049.62,0.67,43.02,3.34,14.17,27.69,1.45,0.0
20230729:1830,233.93,0.0,11.96,0.39,4.08,26.61,1.03,0.0
20230729:1930,0.0,0.0,0.0,0.0,0.0,24.62,1.03,0.0
20230729:2030,0.0,0.0,0.0,0.0,0.0,24.23,0.69,0.0
20230729:2130,0.0,0.0,0.0,0.0,0.0,23.83,0.62,0.0
20230729:2230,0.0,0.0,0.0,0.0,0.0,23.62,0.55,0.0
20230729:2330,0.0,0.0,0.0,0.0,0.0,23.16,0.55,0.0
20230730:0030,0.0,0.0,0.0,0.0,0.0,22.75,0.69,0.0
20230730:0130,0.0,0.0,0.0,0.0,0.0,22.33,0.76,0.0
20230730:0230,0.0,0.0,0.0,0.0,0.0,21.83,0.83,0.0
20230730:0330,0.0,0.0,0.0,0.0,0.0,21.57,0.55,0.0
20230730:0430,152.35,0.0,9.84,0.32,2.04,21.21,0.48,0.0
20230730:0530,1931.4,12.69,37.19,3.55,12.02,20.21,0.83,0.0
20230730:0630,11642.51,127.26,71.63,6.66,22.47,21.05,0.55,0.0
20230730:0730,24629.51,254.53,120.29,10.38,33.05,22.11,0.48,0.0
20230730:0830,36456.84,393.61,164.12,14.25,43.37,23.47,0.21,0.0
20230730:0930,49234.05,620.52,156.29,18.96,52.81,25.04,0.41,0.0
20230730:1030,51701.58,640.03,190.55,20.0,60.18,26.75,0.41,0.0
20230730:1130,50950.66,683.04,136.47,19.71,63.48,28.11,0.48,0.0
20230730:1230,50585.2,642.13,168.59,19.83,61.2,29.15,0.9,0.0
20230730:1330,47614.0,585.62,168.99,19.08,54.44,30.08,1.38,0.0
20230730:1430,37541.59,432.92,152.64,15.76,45.28,30.8,1.66,0.0
20230730:1530,24557.09,275.69,110.68,11.66,35.07,30.84,2.07,0.0
20230730:1630,11462.69,133.73,73.55,8.08,24.5,30.3,2.28,0.0
20230730:1730,1981.35,0.76,41.62,3.96,14.01,29.57,2.14,0.0
20230730:1830,523.64,0.0,18.17,0.59,3.91,28.1,1.72,0.0
20230730:1930,0.0,0.0,0.0,0.0,0.0,25.9,1.31,0.0
20230730:2030,0.0,0.0,0.0,0.0,0.0,25.93,0.97,0.0
20230730:2130,0.0,0.0,0.0,0.0,0.0,25.77,0.62,0.0
20230730:2230,0.0,0.0,0.0,0.0,0.0,25.02,0.34,0.0
20230730:2330,0.0,0.0,0.0,0.0,0.0,24.3,0.07,0.0
20230731:0030,0.0,0.0,0.0,0.0,0.0,23.62,0.28,0.0
20230731:0130,0.0,0.0,0.0,0.0,0.0,23.02,0.55,0.0
20230731:0230,0.0,0.0,0.0,0.0,0.0,21.29,1.1,0.0
20230731:0330,0.0,0.0,0.0,0.0,0.0,18.99,1.38,0.0
20230731:0430,194.8,0.0,10.76,0.35,1.87,18.17,1.38,0.0
20230731:0530,3263.4,5.58,59.65,2.87,11.86,18.44,1.17,0.0
20230731:0630,9616.21,46.02,113.33,4.97,22.31,20.61,0.97,0.0
20230731:0730,25566.91,251.88,136.25,10.7,32.89,22.65,1.03,0.0
20230731:0830,39220.74,475.66,117.47,15.02,43.21,24.12,1.38,0.0
20230731:0930,39647.81,457.85,144.06,14.77,52.62,25.33,1.38,0.0
20230731:1030,43086.04,452.81,209.46,16.16,59.96,26.1,1.38,0.0
20230731:1130,47438.35,566.21,172.42,17.83,63.24,26.75,1.24,0.0
20230731:1230,46769.85,541.04,190.12,17.94,60.97,27.58,1.24,0.0
20230731:1330,42509.95,487.18,172.68,16.71,54.24,28.31,1.38,0.0
20230731:1430,29403.07,312.38,139.13,12.18,45.1,28.63,1.24,0.0
20230731:1530,17586.56,171.5,106.78,8.33,34.9,28.46,0.83,0.0
20230731:1630,8354.97,64.56,85.47,5.35,24.33,27.59,0.34,0.0
20230731:1730,1779.05,0.43,38.53,3.03,13.83,26.3,1.45,0.0
20230731:1830,242.26,0.0,12.12,0.39,3.72,25.73,1.72,0.0
20230731:1930,0.0,0.0,0.0,0.0,0.0,25.59,0.9,0.0
20230731:2030,0.0,0.0,0.0,0.0,0.0,24.27,1.03,0.0
20230731:2130,0.0,0.0,0.0,0.0,0.0,23.06,1.31,0.0
20230731:2230,0.0,0.0,0.0,0.0,0.0,22.49,1.31,0.0
20230731:2330,0.0,0.0,0.0,0.0,0.0,22.8,1.03,0.0
20230801:0030,0.0,0.0,0.0,0.0,0.0,23.35,0.83,0.0
20230801:0130,0.0,0.0,0.0,0.0,0.0,23.07,0.69,0.0
20230801:0230,0.0,0.0,0.0,0.0,0.0,22.69,0.55,0.0
20230801:0330,0.0,0.0,0.0,0.0,0.0,22.23,0.62,0.0
20230801:0430,154.84,0.0,9.92,0.32,1.69,21.56,0.83,0.0
20230801:0530,3289.21,1.89,62.1,2.21,11.7,21.25,0.83,0.0
20230801:0630,9375.62,38.92,116.62,4.8,22.16,20.9,0.34,0.0
20230801:0730,24799.34,232.1,145.23,10.36,32.74,22.72,0.83,0.0
20230801:0830,36983.81,343.01,220.01,14.39,43.04,24.25,1.03,0.0
20230801:0930,37881.25,323.81,257.15,14.61,52.43,25.72,1.03,0.0
20230801:1030,42294.33,435.56,220.51,16.02,59.74,26.76,0.97,0.0
20230801:1130,53514.77,650.21,208.9,20.6,62.99,27.95,0.97,0.0
20230801:1230,49849.27,619.69,179.49,19.46,60.73,29.73,0.97,0.0
20230801:1330,41705.75,478.28,181.12,16.66,54.03,30.46,0.9,0.0
20230801:1430,35884.08,413.61,149.75,15.07,44.91,30.65,0.9,0.0
20230801:1530,23858.62,277.13,102.41,11.38,34.72,30.95,0.76,0.0
20230801:1630,10526.96,121.0,71.7,7.38,24.16,30.7,0.9,0.0
20230801:1730,1639.19,0.49,35.8,4.01,13.65,29.69,1.03,0.0
20230801:1830,246.42,0.0,12.32,0.4,3.54,28.37,0.97,0.0
20230801:1930,0.0,0.0,0.0,0.0,0.0,26.44,1.52,0.0
20230801:2030,0.0,0.0,0.0,0.0,0.0,24.34,1.79,0.0
20230801:2130,0.0,0.0,0.0,0.0,0.0,22.81,1.72,0.0
20230801:2230,0.0,0.0,0.0,0.0,0.0,21.76,1.59,0.0
20230801:2330,0.0,0.0,0.0,0.0,0.0,21.55,1.24,0.0
20230802:0030,0.0,0.0,0.0,0.0,0.0,22.32,0.9,0.0
20230802:0130,0.0,0.0,0.0,0.0,0.0,22.21,0.69,0.0
20230802:0230,0.0,0.0,0.0,0.0,0.0,21.75,0.9,0.0
20230802:0330,0.0,0.0,0.0,0.0,0.0,20.07,1.17,0.0
20230802:0430,73.26,0.0,7.76,0.25,1.52,19.36,1.24,0.0
20230802:0530,1937.23,11.58,37.54,3.25,11.53,18.89,1.24,0.0
20230802:0630,13936.05,164.75,70.61,7.82,22.0,20.55,0.97,0.0
20230802:0730,29109.2,353.81,94.63,12.23,32.58,24.06,0.41,0.0
20230802:0830,42703.92,546.0,109.42,16.43,42.87,25.2,1.17,0.0
20230802:0930,50778.34,656.13,134.89,19.08,52.24,26.28,1.52,0.0
20230802:1030,46460.16,483.38,239.19,17.51,59.51,27.33,1.59,0.0
20230802:1130,51508.44,555.82,252.78,19.5,62.74,27.96,1.93,0.0
20230802:1230,46269.52,517.73,204.11,17.65,60.49,28.87,1.79,0.0
20230802:1330,44932.52,565.53,133.44,17.52,53.81,29.26,1.79,0.0
20230802:1430,32474.99,376.6,120.34,13.27,44.72,29.51,2.21,0.0
20230802:1530,20200.61,200.08,115.88,9.38,34.54,29.17,2.55,0.0
20230802:1630,8608.88,88.05,69.13,5.84,23.98,28.38,2.34,0.0
20230802:1730,1754.91,0.13,38.82,2.46,13.47,27.38,1.79,0.0
20230802:1830,176.49,0.0,10.6,0.34,3.34,26.26,1.24,0.0
20230802:1930,0.0,0.0,0.0,0.0,0.0,24.45,1.17,0.0
20230802:2030,0.0,0.0,0.0,0.0,0.0,23.46,1.17,0.0
20230802:2130,0.0,0.0,0.0,0.0,0.0,22.3,1.1,0.0
20230802:2230,0.0,0.0,0.0,0.0,0.0,21.7,1.03,0.0
20230802:2330,0.0,0.0,0.0,0.0,0.0,21.83,0.69,0.0
20230803:0030,0.0,0.0,0.0,0.0,0.0,21.83,0.14,0.0
20230803:0130,0.0,0.0,0.0,0.0,0.0,21.52,0.41,0.0
20230803:0230,0.0,0.0,0.0,0.0,0.0,21.47,0.07,0.0
20230803:0330,0.0,0.0,0.0,0.0,0.0,21.05,0.55,0.0
20230803:0430,69.93,0.0,7.72,0.25,1.34,20.8,0.41,0.0
20230803:0530,1882.28,10.68,37.32,3.04,11.37,20.63,0.28,0.0
20230803:0630,13641.34,154.95,75.89,7.58,21.84,20.85,0.34,0.0
20230803:0730,25787.52,291.14,106.11,10.79,32.41,24.13,0.28,0.0
20230803:0830,35063.24,394.94,141.66,13.5,42.69,25.76,0.76,0.0
20230803:0930,44002.62,538.18,144.36,16.49,52.05,26.98,1.1,0.0
20230803:1030,52161.95,681.22,154.17,19.82,59.28,27.99,0.83,0.0
20230803:1130,52059.56,702.35,141.06,20.02,62.48,28.95,0.55,0.0
20230803:1230,45775.84,561.14,163.37,17.58,60.24,29.72,1.03,0.0
20230803:1330,41292.83,463.37,182.73,16.24,53.59,30.08,1.38,0.0
20230803:1430,32456.68,377.68,123.07,13.32,44.52,30.35,1.79,0.0
20230803:1530,23681.3,275.83,96.06,11.06,34.35,30.28,2.07,0.0
20230803:1630,11429.39,140.32,67.47,8.01,23.79,29.92,2.14,0.0
20230803:1730,1728.27,0.04,37.64,3.57,13.28,29.18,2.28,0.0
20230803:1830,184.82,0.0,10.84,0.35,3.14,27.65,2.0,0.0
20230803:1930,0.0,0.0,0.0,0.0,0.0,26.46,1.93,0.0
20230803:2030,0.0,0.0,0.0,0.0,0.0,24.61,2.69,0.0
20230803:2130,0.0,0.0,0.0,0.0,0.0,23.28,2.34,0.0
20230803:2230,0.0,0.0,0.0,0.0,0.0,21.65,1.86,0.0
20230803:2330,0.0,0.0,0.0,0.0,0.0,20.9,1.45,0.0
20230804:0030,0.0,0.0,0.0,0.0,0.0,20.68,1.17,0.0
20230804:0130,0.0,0.0,0.0,0.0,0.0,20.91,0.83,0.0
20230804:0230,0.0,0.0,0.0,0.0,0.0,20.44,0.83,0.0
20230804:0330,0.0,0.0,0.0,0.0,0.0,19.19,1.1,0.0
20230804:0430,63.27,0.0,7.48,0.24,1.16,18.22,1.17,0.0
20230804:0530,1834.83,10.41,36.38,2.93,11.2,18.8,0.9,0.0
20230804:0630,12835.48,129.7,85.31,6.93,21.67,19.6,0.34,0.0
20230804:0730,21897.25,209.44,123.54,9.05,32.25,22.25,0.83,0.0
20230804:0830,38281.68,447.74,136.48,14.58,42.52,23.25,0.41,0.0
20230804:0930,44676.94,466.66,214.79,16.56,51.85,24.22,1.52,0.0
20230804:1030,50616.83,573.3,196.07,18.33,59.05,24.48,2.55,0.0
20230804:1130,45303.82,376.27,312.02,17.01,62.22,24.22,2.14,0.0
20230804:1230,34931.7,218.87,307.76,13.69,59.99,24.33,1.79,0.0
20230804:1330,39325.64,330.33,260.32,15.11,53.36,24.17,2.28,0.0
20230804:1430,31460.18,250.72,222.01,12.7,44.31,24.35,1.86,0.0
20230804:1530,20344.63,135.17,176.48,9.12,34.16,24.48,2.0,0.0
20230804:1630,8052.77,33.6,104.03,4.51,23.6,23.04,2.21,0.0
20230804:1730,3023.64,0.0,58.54,1.89,13.08,21.06,1.72,0.0
20230804:1830,278.89,0.0,12.72,0.41,2.94,20.48,1.17,0.0
20230804:1930,0.0,0.0,0.0,0.0,0.0,19.63,0.9,0.0
20230804:2030,0.0,0.0,0.0,0.0,0.0,18.46,1.31,0.0
20230804:2130,0.0,0.0,0.0,0.0,0.0,17.81,1.17,0.0
20230804:2230,0.0,0.0,0.0,0.0,0.0,18.7,0.48,0.0
20230804:2330,0.0,0.0,0.0,0.0,0.0,18.35,0.28,0.0
20230805:0030,0.0,0.0,0.0,0.0,0.0,18.2,0.62,0.0
20230805:0130,0.0,0.0,0.0,0.0,0.0,15.87,1.38,0.0
20230805:0230,0.0,0.0,0.0,0.0,0.0,15.06,2.0,0.0
20230805:0330,0.0,0.0,0.0,0.0,0.0,14.3,2.07,0.0
20230805:0430,79.09,0.0,7.8,0.25,0.98,13.72,1.93,0.0
20230805:0530,1744.09,15.67,32.38,3.69,11.03,13.62,1.72,0.0
20230805:0630,15490.33,193.41,62.34,8.39,21.51,16.24,1.59,0.0
20230805:0730,32748.05,409.03,81.53,13.17,32.08,20.15,1.45,0.0
20230805:0830,46157.96,598.48,98.42,17.23,42.34,22.65,1.79,0.0
20230805:0930,54477.14,740.98,109.19,20.23,51.64,24.6,1.38,0.0
20230805:1030,59927.51,861.63,110.25,22.78,58.81,26.1,0.83,0.0
20230805:1130,60560.21,890.64,115.06,23.61,61.96,27.36,0.41,0.0
20230805:1230,57842.1,830.04,122.47,22.74,59.73,28.37,0.55,0.0
20230805:1330,52718.9,731.28,112.59,20.85,53.13,29.08,1.17,0.0
20230805:1430,42589.04,563.56,102.56,17.53,44.1,29.48,1.45,0.0
20230805:1530,28530.61,359.15,88.01,13.24,33.96,29.52,1.79,0.0
20230805:1630,12351.8,159.12,64.58,8.64,23.41,29.15,2.21,0.0
20230805:1730,1879.78,0.0,42.06,1.36,12.88,28.23,2.55,0.0
20230805:1830,186.48,0.0,10.84,0.35,2.73,26.67,2.28,0.0
20230805:1930,0.0,0.0,0.0,0.0,0.0,24.67,1.45,0.0
20230805:2030,0.0,0.0,0.0,0.0,0.0,25.35,0.9,0.0
20230805:2130,0.0,0.0,0.0,0.0,0.0,24.58,0.41,0.0
20230805:2230,0.0,0.0,0.0,0.0,0.0,22.93,0.97,0.0
20230805:2330,0.0,0.0,0.0,0.0,0.0,19.91,1.45,0.0
20230806:0030,0.0,0.0,0.0,0.0,0.0,19.16,1.31,0.0
20230806:0130,0.0,0.0,0.0,0.0,0.0,18.8,1.17,0.0
20230806:0230,0.0,0.0,0.0,0.0,0.0,17.75,1.31,0.0
20230806:0330,0.0,0.0,0.0,0.0,0.0,15.92,1.66,0.0
20230806:0430,53.28,0.0,7.12,0.23,0.79,14.33,2.07,0.0
20230806:0530,1810.69,14.07,34.06,3.41,10.86,14.14,2.21,0.0
20230806:0630,15383.77,187.53,66.12,8.23,21.35,16.89,2.21,0.0
20230806:0730,32632.34,397.46,88.52,12.97,31.92,21.15,2.76,0.0
20230806:0830,47463.32,606.21,101.57,17.41,42.16,22.65,3.03,0.0
20230806:0930,57576.53,765.83,116.24,20.9,51.44,24.13,2.76,0.0
20230806:1030,62973.63,862.62,118.65,22.92,58.57,25.42,2.9,0.0
20230806:1130,64102.5,882.18,124.59,23.56,61.69,26.5,2.97,0.0
20230806:1230,60894.05,830.28,119.56,22.59,59.47,27.25,3.17,0.0
20230806:1330,54478.8,719.77,118.57,20.64,52.89,27.63,3.38,0.0
20230806:1430,44732.72,576.68,101.47,17.77,43.89,27.75,3.72,0.0
20230806:1530,30014.96,370.28,88.76,13.53,33.75,27.41,4.07,0.0
20230806:1630,12691.46,162.97,63.08,8.71,23.21,26.62,4.34,0.0
20230806:1730,1903.1,0.0,41.94,1.35,12.68,25.4,4.55,0.0
20230806:1830,195.64,0.0,10.96,0.35,2.52,23.95,4.21,0.0
20230806:1930,0.0,0.0,0.0,0.0,0.0,22.64,4.34,0.0
20230806:2030,0.0,0.0,0.0,0.0,0.0,21.23,3.86,0.0
20230806:2130,0.0,0.0,0.0,0.0,0.0,20.02,3.31,0.0
20230806:2230,0.0,0.0,0.0,0.0,0.0,18.92,2.9,0.0
20230806:2330,0.0,0.0,0.0,0.0,0.0,17.96,2.48,0.0
20230807:0030,0.0,0.0,0.0,0.0,0.0,16.5,2.0,0.0
20230807:0130,0.0,0.0,0.0,0.0,0.0,14.86,1.79,0.0
20230807:0230,0.0,0.0,0.0,0.0,0.0,13.88,1.66,0.0
20230807:0330,0.0,0.0,0.0,0.0,0.0,13.26,1.59,0.0
20230807:0430,39.13,0.0,6.68,0.22,0.61,12.55,1.59,0.0
20230807:0530,1706.62,15.72,31.67,3.55,10.69,12.28,1.45,0.0
20230807:0630,15413.74,187.32,65.19,8.13,21.18,14.51,1.1,0.0
20230807:0730,32630.67,396.47,89.12,12.88,31.75,18.86,1.45,0.0
20230807:0830,46287.0,589.59,108.6,17.1,41.98,20.38,1.1,0.0
20230807:0930,55548.56,755.51,116.09,20.57,51.23,21.89,0.62,0.0
20230807:1030,60650.95,854.01,125.63,22.8,58.33,23.2,0.48,0.0
20230807:1130,62278.49,881.07,128.8,23.54,61.41,24.32,0.76,0.0
20230807:1230,60067.37,839.16,121.27,22.76,59.2,25.22,1.17,0.0
20230807:1330,53687.92,724.33,114.78,20.58,52.65,25.94,1.59,0.0
20230807:1430,43713.74,562.21,107.68,17.47,43.66,26.33,1.86,0.0
20230807:1530,29629.51,371.9,84.45,13.39,33.54,26.44,2.14,0.0
20230807:1630,12668.15,163.07,63.35,8.67,23.0,26.17,2.28,0.0
20230807:1730,1890.61,0.0,41.78,1.35,12.47,25.39,2.48,0.0
20230807:1830,151.52,0.0,9.92,0.32,2.3,24.14,2.28,0.0
20230807:1930,0.0,0.0,0.0,0.0,0.0,22.26,2.0,0.0
20230807:2030,0.0,0.0,0.0,0.0,0.0,19.98,1.72,0.0
20230807:2130,0.0,0.0,0.0,0.0,0.0,19.43,1.38,0.0
20230807:2230,0.0,0.0,0.0,0.0,0.0,20.56,0.69,0.0
20230807:2330,0.0,0.0,0.0,0.0,0.0,20.14,0.41,0.0
20230808:0030,0.0,0.0,0.0,0.0,0.0,19.64,0.48,0.0
20230808:0130,0.0,0.0,0.0,0.0,0.0,19.06,0.62,0.0
20230808:0230,0.0,0.0,0.0,0.0,0.0,18.65,0.76,0.0
20230808:0330,0.0,0.0,0.0,0.0,0.0,18.24,0.9,0.0
20230808:0430,21.64,0.0,6.24,0.2,0.42,17.79,0.97,0.0
20230808:0530,1709.12,14.07,32.96,3.25,10.51,16.87,1.1,0.0
20230808:0630,14669.48,177.86,66.35,7.78,21.01,17.42,0.76,0.0
20230808:0730,31306.16,382.9,90.27,12.48,31.58,19.37,0.21,0.0
